A0A067ZJ35	1
A0A068CDJ3	2
A0A068EMF8	3
A0A068EPG8	4
A0A075BSR2	7
A0A076FH18	11
A0A076VAH8	15
A0A088FRJ5	18
A0A097EWI5	19
A0A097P136	20
A0A0A7H9X5	24
A0A0A7HAR4	25
A0A0B5IW88	26
A0A0B5J7K0	31
A0A0B5J7K0	1188
A0A0B5J873	32
A0A0B5J8S8	33
A0A0B5J975	34
A0A0B5JBY9	36
A0A0B5JEK5	37
A0A0B5JEK5	593
A0A0B5JEK5	651
A0A0F6R5Q2	43
A0A0F6TH86	44
A0A0F6YQ80	46
A0A0F7L2X8	50
A0A0F7L3H4	51
A0A0F7L3S9	52
A0A0F7L3U3	53
A0A0F7L4A7	54
A0A0F7L4D3	55
A0A0F7L4I7	56
A0A0F7L563	57
A0A0F7L675	58
A0A0F7L6B4	59
A0A0F7L6R0	60
A0A0F7L7N7	62
A0A0F7L8J7	65
A0A0F7L8Z2	67
A0A0F7L981	68
A0A0K1L7A3	79
A0A0K8IWJ7	84
A0A0M4S2J1	85
A0A0N7CD60	86
A0A0N7CPE3	87
A0A0N9NK81	91
A0A0N9QAA0	93
A0A0P0YMT5	99
A0A125R922	108
A0A142FGC9	117
A0A165YEV4	120
A0A172Q0R5	123
A0A190WHE6	124
A0A1B0VMJ6	125
A0A1B0XUM4	126
A0A1B0XUM4	665
A0A1B1IPE7	128
A0A1B1IQ75	129
A0A1B1IRW9	130
A0A1B1IUL2	134
A0A1B1PEB7	135
A0A1B2ITM5	136
A0A1B5FM26	138
A0A1C3NFL1	140
A0A1C8ZZ47	142
A0A1C8ZZ47	5
A0A1C9C546	145
A0A1C9C546	352
A0A1C9C546	1091
A0A1D8KNL8	150
A0A1D8KPF2	151
A0A1J0MGY9	154
A0A1L3IZS5	156
A0A1L3KMJ9	162
A0A1L3KMJ9	1409
A0A1L7N1F1	164
A0A1P8DIX4	165
A0A1P8SW77	167
A0A1S5VFY0	170
A0A1S5VFY0	217
A0A1S5VYE1	171
A0A1S6R5K7	174
A0A1V0M8G7	177
A0A1V0M8G7	1274
A0A1V0SAM1	189
A0A1V0SDF0	201
A0A1V0SDU6	202
A0A1V0SF98	208
A0A1V0SF98	183
A0A1V0SFE9	209
A0A1V0SJ19	218
A0A1V0SJ19	1369
A0A1V0SJ19	215
A0A1V0SJ19	1218
A0A1V0SJ19	663
A0A1V0SJ19	1013
A0A1V0SL47	227
A0A1V0SL47	343
A0A1W5VPJ7	232
A0A1W6G148	235
A0A1W6JQQ4	236
A0A1X9VNW5	240
A0A1X9VNW5	772
A0A1Y0SVW1	241
A0A1Z1NED9	242
A0A1Z1NED9	1695
A0A218MKP5	248
A0A222Z8C6	250
A0A222ZR48	252
A0A290G6B1	253
A0A290U429	254
A0A290U429	118
A0A290U429	395
A0A290U429	255
A0A290U429	1232
A0A290U429	1679
A0A291S2F0	256
A0A2D0Z3S3	259
A0A2D0ZP19	260
A0A2D0ZP19	1654
A0A2D1GAS9	262
A0A2D1GMM7	263
A0A2D2W2K7	265
A0A2D3I5I5	266
A0A2D3I5Q0	267
A0A2D3I5R4	268
A0A2D3I696	269
A0A2D3I6D0	270
A0A2D3I6G6	271
A0A2D3I7A5	272
A0A2H4J9T9	274
A0A2H4P771	275
A0A2H4PAZ9	276
A0A2H4PB83	277
A0A2H4PHE9	278
A0A2H4PIY7	279
A0A2H4QBB9	280
A0A2H4ZKK4	292
A0A2H5BKI2	293
A0A2H5BLQ1	294
A0A2H5BQC2	295
A0A2H5BQC2	172
A0A2H5BQC2	1207
A0A2I2L3U2	296
A0A8S5VLK4	1400
A0A8S5VV45	1403
A0A8T8JBF7	1405
A0A9E7QEX7	1406
A0A9E7QJH4	1407
A0A9E7TEM4	1408
A0A9E7TEM4	14
A1YZR9	1410
A1Z011	1411
A2PZW9	1413
A2PZW9	1412
A2Q0Q3	1414
A3QMI3	1415
A3QMI3	1166
A3RGH6	1416
A4JX45	1417
A4L213	1418
A7ITT2	1421
A7ITT2	1168
A7ITV0	1422
A7IUB3	1423
A7IUS2	1424
A7IV94	1425
A7IWH5	1426
A7IWY6	1427
A7J7I5	1428
A7K9C0	1430
A7K9C6	1431
A7K9F6	1432
A7K9R3	1433
A7K9R5	1434
A7KA84	1437
A7RAJ2	1438
A8W385	1440
B0FDY5	1441
B2YFY2	1442
B2YG58	1443
B3VM64	1446
B3VM64	624
B8PQ63	1449
B8XLF5	1451
C1L3J6	1453
D3YHN2	1457
D4P7P0	1459
D5IEX9	1460
D6PGE6	1462
D6PH85	1463
D6QY64	1464
E5ES26	1476
E5EYJ2	1477
E7DBJ8	1478
E8ZC17	1479
F1ADP4	1480
F1BUL9	1482
F1BUN0	1483
F2Y1N4	1486
F2Y236	1489
F2Y2Y1	1491
F4YXN8	1492
F4ZGQ5	1493
F8WPT3	1495
F8WPT3	1569
G1UCT9	1496
G3GN91	1497
A0A6G5YAI9	800
A0A6G5YC23	801
A0A6G5YFV5	802
A0A6G5YMU4	804
A0A6G6XJP3	808
A0A6G6XUS8	816
A0A6G6XVJ7	817
A0A6G6XXB8	818
A0A6G6ZQB5	819
A0A6G8MY89	822
A0A6G8MY89	225
A0A6G8R5M8	824
A0A6G9HER2	825
A0A6G9HES9	826
A0A6G9LDI7	827
A0A6H1TH76	830
A0A6J4EK54	833
A0A6J5KGF0	834
A0A6J5KGF0	109
A0A6J5KI82	835
A0A6J5KK10	836
A0A6J5KR29	842
A0A6J5KX49	849
A0A6J5L005	850
A0A6J5L4I2	851
A0A6J5L5R3	853
A0A6J5L7S0	858
A0A6J5L7S0	1012
A0A6J5L8I4	859
A0A6J5LC54	863
A0A6J5LH17	866
A0A6J5LH17	1083
A0A6J5LT81	875
A0A6J5LU28	877
A0A6J5LXC9	883
A0A6J5LZI3	887
A0A6J5LZU8	888
A0A6J5M0K9	891
A0A6J5M4H6	896
A0A481Z9N6	600
A0A482F4D1	609
A0A482F4D1	1448
A0A482ID79	611
A0A482IE37	612
A0A482JIM4	613
A0A482JJR1	614
A0A4D5XFN5	616
A0A4D5XFN5	155
A0A4D5XFN5	775
A0A4D5XFN5	1353
A0A4D5ZI36	617
A0A4D6DYF3	619
A0A4D6E0K0	620
A0A4D6EGS5	622
A0A4D6EHH7	623
A0A4P1QFI5	625
A0A4P8W5Y3	628
A0A4P8W7Q6	629
A0A4P8W8M5	630
A0A4Y1PW50	632
A0A4Y5JUD7	633
A0A4Y5TPZ9	634
A0A4Y5TRA8	635
A0A4Y5UXU2	636
A0A4Y5UXU2	379
A0A513Q1G8	638
A0A513Q9S0	639
A0A513Q9S0	112
A0A513Q9S0	1163
A0A513Q9S0	153
A0A513Q9S0	648
A0A513Q9S0	940
A0A513Q9S0	1211
A0A513Q9S0	1665
A0A513Q9S0	1725
A0A513QA52	640
A0A513QA86	641
A0A513QA86	828
A0A513QA86	908
A0A514A8S0	642
A0A514AAP5	643
A0A514CSK4	644
A0A514CST4	645
A0A514D1I8	646
A0A514D2U7	647
A0A514D7W6	649
A0A514DBK5	650
A0A514DGR2	652
A0A514DGR2	141
A0A514DGR2	1103
A0A514DGR2	0
A0A514DGR2	1357
A0A516KXX9	657
A0A516L5F5	658
A0A516L9X8	659
A0A516LDA5	660
A0A516LHE3	661
A0A516LHE3	244
A0A516LHE3	1522
A0A516LJB6	662
A0A516LNX4	667
A0A516LNX4	664
A0A516LWV4	672
A0A516LYM3	674
A0A516MGQ2	677
A0A516MIS5	679
A0A516MLF0	680
A0A5B9N4H8	694
A0A5B9N8F4	696
A0A5C0PVM1	697
A0A5C0PVM1	1129
A0A5C1D9V7	698
A0A5C1K3T9	699
A0A5C1K3T9	1069
A0A5C1K3T9	168
A0A5C1K3T9	1151
A0A2I6SBT0	302
A0A2I6TDN0	304
A0A2I7QK01	305
A0A2I7QK01	16
A0A2I7QK01	35
A0A2I7QK01	64
A0A2I7QK01	81
A0A2I7QK01	82
A0A2I7QK01	127
A0A2I7QK01	163
A0A2I7QK01	169
A0A2I7QK01	191
A0A2I7QK01	298
A0A2I7QK01	312
A0A2I7QK01	326
A0A2I7QK01	372
A0A2I7QK01	376
A0A2I7QK01	399
A0A2I7QK01	404
A0A2I7QK01	423
A0A2I7QK01	477
A0A2I7QK01	479
A0A2I7QK01	513
A0A2I7QK01	695
A0A2I7QK01	716
A0A2I7QK01	737
A0A2I7QK01	1049
A0A2I7QK01	1093
A0A2I7QK01	1214
A0A2I7QK01	1217
A0A2I7QK01	1303
A0A2I7QK01	1347
A0A2I7QK01	1378
A0A2I7QK01	1429
A0A2I7QK01	1450
A0A2I7QK01	1542
A0A2I7QK01	1543
A0A2I7QK01	1556
A0A2I7QK01	1563
A0A2I7QK01	1564
A0A2I7QK01	1585
A0A2I7QK01	1591
A0A2I7QK01	1608
A0A2I7QK01	1706
A0A2I7QK01	1712
A0A2I7QR38	308
A0A2I7R5V8	309
A0A2I7RBG1	310
A0A2I7RBG1	247
A0A2I7RBG1	1501
A0A2I7RKN5	311
